ID_Cleaned,Bike_lane ,Bike_lane_protection,Parking_on_street ,Road_speed_limit,#_lanes_on_road,Road _surface,Width_of_road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924630,no,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924632,yes,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924633,yes,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924634,,,,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924637,yes,,,,,gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924638,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924639,no,,,10,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924653,no,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924654,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924663,yes,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924664,yes,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924671,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924678,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924679,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924680,no,,,60,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924681,crossing,no,,,,asphalt,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018924682,no,,,60,6,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953153,designated,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953154,crossing,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953155,crossing,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953156,designated,no,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953160,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953161,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953162,designated,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953163,lane,,,40,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953165,lane,,,60,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953166,lane,,,60,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953167,no,,,50,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953168,lane,,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953171,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953180,designated,no,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953181,nono,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953182,designated,no,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953183,no,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953184,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953186,no,,,50,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953188,no,,,40,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018953189,no,,,40,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024003,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024004,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024005,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024006,dismount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024009,no,,,50,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024010,no,,,50,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024011,no,,,50,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024012,no,,,50,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024013,dismount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024014,dismount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024016,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024017,yes,no,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024018,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024021,dismount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024022,dismount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024025,no,,,50,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024026,no,,,50,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024027,no,,,50,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024031,no,,,,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024032,no,,,,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024033,no,,,40,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024034,no,,,40,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024043,no,,,40,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024045,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024047,no,,,50,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024048,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024049,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024050,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024051,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024054,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024061,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024062,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019024064,no,,,40,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019041016,yes,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019041017,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019041018,yes,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019041019,yes,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019041020,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019041021,yes,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019041022,yes,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019041023,yes,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019041024,yes,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019041025,yes,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019041026,yes,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019071576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019071577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019071578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019278262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019278263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019278264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019278265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019278274,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019278276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019278278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019278279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019278280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019278281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354753,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354754,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354755,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354756,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354757,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354761,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354763,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354764,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354765,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354766,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354767,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354768,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354769,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354770,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354771,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019354772,,,,,,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019372830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019372831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019603403,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019645973,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658831,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658832,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658833,no,,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658834,no,,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658835,no,,,40,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658836,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658837,no,,,60,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658838,no,,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658839,no,,,,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658840,no,,,50,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658842,no,,,50,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658843,no,,,50,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019658844,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019660196,,,,,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019660197,designated,,,,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665024,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665025,no,,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665026,no,,,60,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665027,,,,50,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665028,,,,50,5,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665029,,,,50,5,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665030,,,,50,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665031,no,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665032,no,,,50,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665033,,,,50,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665034,,,,50,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665035,,,,50,5,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665036,,,,50,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665037,,,,50,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665038,,,,50,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019665039,,,,50,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019901099,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019901779,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019901780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019902785,no,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019905747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019905748,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019906654,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019911057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019943821,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020116308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020116451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020120110,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020120111,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020121300,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020121301,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020123705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020123706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020123707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020123708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020123879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020123880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020137507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020137508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020143397,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020143398,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020144024,designated,no,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020144025,dismount,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020156693,,,,,,dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020156695,,,,,,compacted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020156700,,,,,,compacted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020156701,,,,,,dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020163308,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020164187,dismount,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020164188,dismount,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020164189,dismount,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020171270,yes,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020178388,yes,,,,,gravel,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020413266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020413267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020413268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020417624,lane,,,40,4,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020417625,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020420381,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020420563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020423476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020423478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020423480,,,,,,gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020423481,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020423482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020423483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020423484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020423492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020429428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020431197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020431198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020431199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020435483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020435484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020435843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020435844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020435845,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020437182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020437183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020437549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020437936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020440127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020440128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020440129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020446001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020446002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020446003,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020446983,,,,60,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020446984,,,,60,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020446985,,,,60,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020447666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020450517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
